GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,latitude,longitude,system:time_start,Version,PLOT_ID,LAIe_Miller_up,LAIe_Miller_up_err,LAI_Miller_up,LAI_Miller_up_err,clumping_Miller_up,clumping_Miller_up_err,LAIe_Warren_up,LAIe_Warren_up_err,LAI_Warren_up,LAI_Warren_up_err,clumping_Warren_up,clumping_Warren_up_err,LAIe_Miller_down,LAIe_Miller_down_err,LAI_Miller_down,LAI_Miller_down_err,clumping_Miller_down,clumping_Miller_down_err,LAIe_Warren_down,LAIe_Warren_down_err,LAI_Warren_down,LAI_Warren_down_err,clumping_Warren_down,clumping_Warren_down_err,up_flag,down_flag
GBOV_RM7_408,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1438646400000.0,2.0,ORNL_001,4.11,0.15,5.98,0.17,0.687,0.031,3.31,0.17,4.89,0.22,0.68,0.05,0.649,0.020,0.664,0.021,0.98,0.04,0.471,0.024,0.483,0.026,0.98,0.07,0,8
GBOV_RM7_408,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1496102400000.0,2.0,ORNL_001,4.06,0.13,5.73,0.16,0.710,0.029,3.48,0.14,4.84,0.19,0.72,0.04,0.323,0.028,0.43,0.05,0.76,0.11,0.29,0.04,0.35,0.06,0.85,0.19,0,0
GBOV_RM7_568,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1432771200000.0,2.0,CPER_018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.094,0.005,0.095,0.005,0.99,0.07,0.115,0.010,0.119,0.011,0.97,0.12,-999,0
GBOV_RM7_568,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1496102400000.0,2.0,CPER_018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.130,0.004,0.132,0.004,0.98,0.05,0.134,0.006,0.136,0.007,0.98,0.07,-999,0
GBOV_RM7_1310,SmithsonianConservationBiologyInstitute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Deciduous Broadleaf,38.8929214477539,-78.1395034790039,1501286400000.0,2.0,SCBI_002,4.03,0.12,5.81,0.16,0.693,0.029,3.36,0.22,5.21,0.25,0.64,0.05,0.66,0.05,0.86,0.08,0.76,0.09,0.52,0.07,0.71,0.11,0.74,0.15,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1400716800000.0,2.0,BART_047,3.58,0.10,4.54,0.14,0.789,0.033,3.20,0.14,4.24,0.21,0.76,0.05,0.461,0.027,0.59,0.05,0.78,0.08,0.44,0.04,0.60,0.09,0.73,0.12,0,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1401840000000.0,2.0,BART_047,5.29,0.14,6.65,0.16,0.797,0.029,4.00,0.18,5.11,0.18,0.78,0.04,1.04,0.05,1.28,0.08,0.81,0.06,0.85,0.05,1.05,0.10,0.81,0.09,64,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1403136000000.0,2.0,BART_047,5.33,0.13,6.51,0.16,0.819,0.028,3.73,0.16,4.68,0.17,0.80,0.04,1.34,0.04,1.47,0.05,0.91,0.04,1.06,0.05,1.17,0.07,0.91,0.07,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1404259200000.0,2.0,BART_047,5.29,0.14,6.59,0.16,0.802,0.029,3.87,0.16,4.83,0.19,0.80,0.05,1.25,0.04,1.43,0.05,0.87,0.04,0.96,0.04,1.13,0.09,0.85,0.07,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1405468800000.0,2.0,BART_047,5.48,0.13,6.84,0.16,0.802,0.027,4.44,0.15,5.39,0.18,0.82,0.04,0.682,0.030,0.82,0.04,0.83,0.06,0.595,0.032,0.73,0.07,0.81,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1406678400000.0,2.0,BART_047,5.02,0.13,6.27,0.16,0.800,0.030,3.96,0.15,4.89,0.17,0.81,0.04,0.774,0.030,0.91,0.04,0.85,0.05,0.656,0.034,0.80,0.09,0.82,0.10,64,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1407801600000.0,2.0,BART_047,5.27,0.13,6.51,0.16,0.809,0.028,3.97,0.15,4.89,0.16,0.81,0.04,0.747,0.030,0.88,0.04,0.85,0.05,0.64,0.04,0.81,0.08,0.79,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1409011200000.0,2.0,BART_047,5.14,0.13,6.37,0.16,0.807,0.029,3.83,0.14,4.64,0.17,0.82,0.04,1.35,0.04,1.46,0.05,0.92,0.04,0.99,0.05,1.08,0.07,0.91,0.08,0,16
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1410307200000.0,2.0,BART_047,5.11,0.13,6.29,0.16,0.813,0.029,4.01,0.17,4.96,0.18,0.81,0.05,0.678,0.030,0.80,0.04,0.85,0.06,0.557,0.029,0.61,0.04,0.91,0.08,64,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1411516800000.0,2.0,BART_047,4.17,0.11,5.18,0.14,0.805,0.031,2.89,0.12,3.68,0.15,0.78,0.05,0.944,0.028,1.04,0.04,0.91,0.04,0.754,0.035,0.86,0.06,0.88,0.08,64,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1412812800000.0,2.0,BART_047,3.14,0.10,4.06,0.14,0.77,0.04,2.51,0.14,3.27,0.20,0.77,0.06,0.208,0.016,0.238,0.021,0.87,0.10,0.238,0.026,0.30,0.06,0.80,0.17,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1431993600000.0,2.0,BART_047,3.51,0.09,4.25,0.11,0.827,0.031,3.34,0.16,4.23,0.18,0.79,0.05,0.386,0.017,0.423,0.020,0.91,0.06,0.367,0.025,0.398,0.035,0.92,0.10,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1433203200000.0,2.0,BART_047,4.79,0.13,5.93,0.15,0.807,0.030,3.95,0.18,4.97,0.18,0.80,0.05,0.631,0.030,0.74,0.04,0.86,0.06,0.56,0.05,0.63,0.06,0.89,0.12,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1434412800000.0,2.0,BART_047,4.97,0.13,6.22,0.16,0.800,0.030,4.14,0.16,5.12,0.17,0.81,0.04,0.553,0.031,0.69,0.05,0.80,0.07,0.47,0.04,0.61,0.08,0.78,0.12,9,9
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1435449600000.0,2.0,BART_047,4.82,0.12,5.87,0.15,0.821,0.029,3.89,0.14,4.76,0.17,0.82,0.04,0.517,0.023,0.588,0.029,0.88,0.06,0.48,0.04,0.56,0.07,0.85,0.12,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1436832000000.0,2.0,BART_047,5.08,0.13,6.37,0.17,0.798,0.029,3.65,0.16,4.67,0.20,0.78,0.05,1.003,0.030,1.068,0.035,0.94,0.04,0.77,0.04,0.80,0.04,0.96,0.07,8,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1438128000000.0,2.0,BART_047,5.15,0.13,6.24,0.15,0.825,0.028,3.86,0.14,4.78,0.15,0.81,0.04,0.719,0.026,0.819,0.035,0.88,0.05,0.61,0.04,0.75,0.08,0.81,0.10,8,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1439251200000.0,2.0,BART_047,5.11,0.14,6.32,0.16,0.808,0.029,4.17,0.18,5.13,0.18,0.81,0.04,0.784,0.024,0.840,0.028,0.93,0.04,0.632,0.034,0.69,0.05,0.91,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1440633600000.0,2.0,BART_047,4.80,0.12,5.92,0.14,0.811,0.028,3.58,0.13,4.48,0.14,0.80,0.04,1.085,0.027,1.138,0.029,0.953,0.034,0.871,0.033,0.96,0.06,0.91,0.06,8,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1441756800000.0,2.0,BART_047,3.98,0.15,5.05,0.16,0.79,0.04,3.23,0.33,4.35,0.29,0.74,0.09,0.583,0.025,0.67,0.04,0.87,0.06,0.494,0.028,0.56,0.05,0.88,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1442880000000.0,2.0,BART_047,3.52,0.21,4.93,0.24,0.72,0.05,2.6,0.4,3.9,0.4,0.66,0.12,0.537,0.020,0.594,0.025,0.90,0.05,0.440,0.026,0.48,0.04,0.91,0.10,8,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1444003200000.0,2.0,BART_047,4.68,0.12,5.70,0.14,0.822,0.030,3.68,0.15,4.45,0.18,0.83,0.05,0.382,0.016,0.421,0.020,0.91,0.06,0.409,0.029,0.51,0.07,0.81,0.12,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1445212800000.0,2.0,BART_047,3.10,0.09,3.96,0.11,0.784,0.031,2.45,0.12,3.12,0.14,0.79,0.05,0.165,0.014,0.189,0.018,0.87,0.11,0.177,0.025,0.21,0.04,0.84,0.20,8,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1463443200000.0,2.0,BART_047,0.750,0.035,1.09,0.09,0.69,0.06,0.87,0.05,1.29,0.11,0.67,0.07,0.139,0.008,0.148,0.010,0.94,0.08,0.156,0.017,0.181,0.034,0.86,0.18,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1464739200000.0,2.0,BART_047,4.95,0.13,6.14,0.15,0.805,0.029,3.63,0.14,4.61,0.15,0.79,0.04,1.41,0.04,1.52,0.05,0.93,0.04,1.10,0.04,1.20,0.06,0.92,0.06,8,68
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1465862400000.0,2.0,BART_047,4.27,0.19,5.63,0.20,0.76,0.04,3.4,0.4,4.69,0.33,0.72,0.10,0.907,0.026,1.002,0.034,0.90,0.04,0.704,0.033,0.82,0.08,0.85,0.09,8,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1467072000000.0,2.0,BART_047,4.05,0.22,5.53,0.23,0.73,0.05,2.9,0.4,4.2,0.4,0.70,0.12,0.898,0.030,0.960,0.034,0.94,0.05,0.73,0.04,0.78,0.05,0.94,0.07,8,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1468281600000.0,2.0,BART_047,4.81,0.13,6.02,0.15,0.799,0.030,3.72,0.16,4.71,0.17,0.79,0.04,0.774,0.030,0.86,0.04,0.90,0.05,0.69,0.04,0.82,0.07,0.84,0.09,0,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1469491200000.0,2.0,BART_047,4.77,0.13,5.89,0.15,0.811,0.030,3.49,0.18,4.38,0.19,0.80,0.05,0.943,0.028,1.024,0.035,0.92,0.04,0.72,0.04,0.82,0.07,0.87,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1470700800000.0,2.0,BART_047,4.69,0.20,6.06,0.20,0.77,0.04,3.22,0.30,4.32,0.28,0.75,0.08,1.158,0.030,1.213,0.035,0.95,0.04,0.893,0.028,0.928,0.032,0.96,0.05,8,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1471910400000.0,2.0,BART_047,4.71,0.13,5.96,0.16,0.790,0.030,3.47,0.17,4.47,0.17,0.78,0.05,1.160,0.032,1.24,0.04,0.94,0.04,0.832,0.027,0.871,0.033,0.95,0.05,8,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1473206400000.0,2.0,BART_047,4.79,0.13,5.97,0.15,0.802,0.029,3.59,0.14,4.45,0.16,0.81,0.04,0.659,0.023,0.718,0.029,0.92,0.05,0.558,0.024,0.587,0.030,0.95,0.06,0,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1474243200000.0,2.0,BART_047,4.66,0.13,5.79,0.15,0.804,0.030,3.64,0.20,4.56,0.18,0.80,0.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1475539200000.0,2.0,BART_047,4.65,0.12,5.73,0.15,0.812,0.030,3.73,0.16,4.52,0.16,0.83,0.05,0.514,0.017,0.547,0.019,0.94,0.05,0.428,0.022,0.472,0.032,0.91,0.08,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1476748800000.0,2.0,BART_047,2.84,0.09,3.73,0.12,0.761,0.035,2.50,0.14,3.35,0.20,0.75,0.06,0.103,0.008,0.117,0.012,0.88,0.12,0.108,0.012,0.117,0.014,0.92,0.15,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1493683200000.0,2.0,BART_047,0.620,0.032,0.88,0.07,0.70,0.07,0.77,0.04,1.11,0.08,0.69,0.06,0.0349,0.0031,0.0364,0.0034,0.96,0.12,0.048,0.006,0.050,0.007,0.96,0.18,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1494892800000.0,2.0,BART_047,1.35,0.04,1.68,0.08,0.80,0.05,1.29,0.06,1.67,0.11,0.77,0.06,0.079,0.006,0.084,0.007,0.94,0.11,0.082,0.008,0.085,0.009,0.97,0.14,0,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1496275200000.0,2.0,BART_047,4.64,0.13,5.85,0.16,0.794,0.031,3.48,0.15,4.37,0.18,0.79,0.05,1.209,0.032,1.28,0.04,0.94,0.04,0.90,0.04,0.95,0.05,0.95,0.07,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1497398400000.0,2.0,BART_047,4.54,0.13,5.83,0.16,0.778,0.031,3.44,0.15,4.49,0.17,0.77,0.04,0.868,0.025,0.912,0.028,0.95,0.04,0.666,0.029,0.70,0.04,0.95,0.06,0,8
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1498521600000.0,2.0,BART_047,4.66,0.14,5.81,0.16,0.802,0.032,3.60,0.17,4.50,0.18,0.80,0.05,1.106,0.033,1.16,0.04,0.95,0.04,0.83,0.04,0.87,0.05,0.95,0.07,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1499731200000.0,2.0,BART_047,4.05,0.14,5.54,0.18,0.732,0.035,3.34,0.17,4.66,0.22,0.72,0.05,0.799,0.029,0.87,0.04,0.92,0.05,0.67,0.04,0.73,0.05,0.92,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1500940800000.0,2.0,BART_047,4.91,0.13,6.22,0.16,0.789,0.029,3.68,0.18,4.62,0.19,0.80,0.05,1.159,0.033,1.25,0.04,0.93,0.04,0.88,0.04,0.95,0.06,0.93,0.07,8,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1502236800000.0,2.0,BART_047,4.19,0.13,5.50,0.16,0.761,0.032,2.95,0.20,4.05,0.24,0.73,0.06,0.874,0.026,0.919,0.030,0.95,0.04,0.706,0.032,0.75,0.04,0.95,0.06,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1503360000000.0,2.0,BART_047,4.69,0.14,5.98,0.16,0.783,0.032,3.61,0.18,4.65,0.23,0.78,0.05,0.631,0.030,0.71,0.04,0.89,0.06,0.54,0.04,0.64,0.07,0.85,0.12,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1504656000000.0,2.0,BART_047,4.63,0.13,5.82,0.16,0.796,0.031,3.54,0.14,4.53,0.17,0.78,0.04,0.318,0.022,0.387,0.031,0.82,0.09,0.34,0.04,0.43,0.08,0.78,0.18,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1505779200000.0,2.0,BART_047,4.62,0.13,5.78,0.15,0.799,0.031,3.81,0.21,4.86,0.22,0.78,0.06,0.478,0.020,0.536,0.026,0.89,0.06,0.385,0.026,0.44,0.05,0.87,0.11,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1506902400000.0,2.0,BART_047,4.19,0.12,5.31,0.14,0.790,0.031,3.18,0.16,4.12,0.16,0.77,0.05,0.315,0.019,0.357,0.025,0.88,0.08,0.287,0.028,0.34,0.05,0.85,0.15,0,16
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1508198400000.0,2.0,BART_047,2.87,0.09,3.73,0.12,0.769,0.034,2.37,0.13,3.12,0.18,0.76,0.06,0.152,0.015,0.174,0.019,0.87,0.13,0.141,0.023,0.158,0.029,0.89,0.22,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1525132800000.0,2.0,BART_047,0.627,0.035,0.95,0.09,0.66,0.07,0.73,0.04,1.15,0.10,0.63,0.06,0.065,0.005,0.068,0.006,0.96,0.11,0.072,0.007,0.074,0.008,0.98,0.14,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1527638400000.0,2.0,BART_047,4.81,0.14,6.10,0.16,0.789,0.031,3.46,0.14,4.51,0.17,0.77,0.04,1.12,0.04,1.23,0.05,0.91,0.05,0.85,0.05,0.97,0.08,0.88,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1528789320000.0,2.0,BART_047,4.49,0.14,5.86,0.17,0.767,0.032,3.16,0.16,4.24,0.20,0.75,0.05,0.94,0.04,1.12,0.06,0.84,0.06,0.79,0.05,0.95,0.08,0.83,0.09,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1529991360000.0,2.0,BART_047,4.90,0.15,6.26,0.16,0.783,0.031,3.53,0.15,4.63,0.17,0.76,0.04,1.29,0.04,1.39,0.05,0.93,0.04,0.98,0.06,1.06,0.07,0.92,0.08,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1531180800000.0,2.0,BART_047,5.02,0.15,6.40,0.17,0.784,0.031,3.80,0.18,5.00,0.19,0.76,0.05,0.745,0.032,0.88,0.06,0.84,0.06,0.59,0.04,0.69,0.08,0.85,0.11,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1532390400000.0,2.0,BART_047,4.59,0.13,5.78,0.15,0.793,0.030,3.60,0.15,4.60,0.19,0.78,0.04,0.595,0.032,0.71,0.04,0.84,0.07,0.46,0.05,0.53,0.06,0.86,0.13,0,2
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1534809600000.0,2.0,BART_047,4.86,0.14,6.18,0.16,0.787,0.030,3.61,0.16,4.73,0.20,0.76,0.05,0.493,0.030,0.61,0.04,0.81,0.07,0.42,0.04,0.48,0.05,0.88,0.12,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1536105600000.0,2.0,BART_047,4.87,0.13,6.12,0.16,0.795,0.030,3.41,0.15,4.39,0.16,0.78,0.04,0.682,0.028,0.758,0.035,0.90,0.06,0.55,0.04,0.62,0.06,0.89,0.11,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1537228800000.0,2.0,BART_047,4.64,0.14,5.94,0.16,0.782,0.031,3.75,0.18,4.98,0.21,0.75,0.05,0.567,0.021,0.612,0.025,0.93,0.05,0.472,0.025,0.514,0.035,0.92,0.08,0,64
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1538352000000.0,2.0,BART_047,4.57,0.13,5.79,0.16,0.789,0.031,3.55,0.19,4.72,0.19,0.75,0.05,0.491,0.025,0.561,0.034,0.88,0.07,0.385,0.030,0.43,0.04,0.89,0.11,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1539648000000.0,2.0,BART_047,2.33,0.07,3.13,0.11,0.746,0.035,1.95,0.10,2.67,0.16,0.73,0.06,0.187,0.023,0.32,0.07,0.59,0.14,0.143,0.031,0.26,0.10,0.56,0.25,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1556562180000.0,2.0,BART_047,0.619,0.034,0.93,0.09,0.66,0.07,0.66,0.04,1.02,0.09,0.65,0.07,0.0148,0.0016,0.0151,0.0017,0.98,0.15,0.0146,0.0032,0.0148,0.0033,0.99,0.30,0,0
GBOV_RM7_793,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1557758640000.0,2.0,BART_047,0.704,0.032,1.02,0.07,0.69,0.06,0.86,0.05,1.20,0.09,0.71,0.06,0.0238,0.0023,0.0242,0.0024,0.98,0.13,0.0311,0.0030,0.0313,0.0030,0.99,0.14,0,0
